"","StudentID","Grade"
"4544",53457,"fail"
"4545",159352,"A"
"4546",139476,"A"
"4547",122048,"pass"
"4548",60680,"E"
"4549",46193,"fail"
"4550",29864,"fail"
"4551",60357,"F"
"4552",135328,"pass"
"4553",61757,"fail"
"4554",174083,"E"
"4555",54072,"A"
"4556",8132,"pass"
"4557",139167,"E"
"4558",69480,"pass"
"4559",46170,"E"
"4560",50146,"pass"
"4561",60343,"fail"
"4562",60464,"E"
"4563",46764,"fail"
"4564",135206,"pass"
"4565",60592,"pass"
"4566",69426,"A"
"4567",159175,"E"
"4568",60245,"pass"
"4569",60203,"E"
"4570",135317,"pass"
"4571",54040,"pass"
"4572",141277,"fail"
"4573",184829,"E"
"4574",100521,"A"
"4575",69965,"A"
"4576",60340,"fail"
"4577",35333,"A"
"4578",159348,"A"
"4579",52425,"fail"
"4580",100032,"fail"
"4581",225308,"E"
"4582",82962,"pass"
"4583",60982,"E"
"4584",100405,"pass"
"4585",100597,"pass"
"4586",138817,"pass"
"4587",85137,"F"
"4588",85123,"A"
"4589",60456,"pass"
"4590",27582,"pass"
"4591",60576,"pass"
"4592",100884,"E"
"4593",85125,"pass"
"4594",33045,"pass"
"4595",125187,"E"
"4596",46348,"pass"
"4597",69921,"A"
"4598",62414,"fail"
"4599",33160,"F"
"4600",60595,"A"
"4601",138815,"pass"
"4602",54035,"pass"
"4603",100499,"fail"
"4604",69959,"E"
"4605",60659,"pass"
"4606",226953,"pass"
"4607",34753,"E"
"4608",182162,"E"
"4609",159399,"pass"
"4610",159190,"pass"
"4611",69331,"pass"
"4612",139483,"E"
"4613",184824,"E"
"4614",159215,"E"
"4615",161361,"pass"
"4616",100021,"E"
"4617",153778,"E"
"4618",183726,"E"
"4619",37512,"E"
"4620",85174,"fail"
"4621",43496,"fail"
"4622",122001,"pass"
"4623",141575,"fail"
"4624",100520,"pass"
"4625",159356,"pass"
"4626",54199,"fail"
"4627",121998,"fail"
"4628",159187,"pass"
"4629",159439,"A"
"4630",28691,"fail"
"4631",122004,"pass"
"4632",86538,"fail"
"4633",54072,"A"
"4634",141529,"E"
"4635",55486,"E"
"4636",34564,"E"
"4637",54056,"E"
"4638",138733,"E"
"4639",60357,"E"
"4640",60430,"pass"
"4641",44096,"pass"
"4642",31465,"pass"
"4643",100896,"fail"
"4644",224230,"E"
"4645",85123,"pass"
"4646",158419,"pass"
"4647",30272,"fail"
"4648",102394,"pass"
"4649",74137,"pass"
"4650",208466,"pass"
"4651",123497,"E"
"4652",138922,"A"
"4653",183414,"E"
"4654",60313,"A"
"4655",60454,"A"
"4656",226960,"pass"
"4657",54033,"A"
"4658",60228,"pass"
"4659",139085,"pass"
"4660",85144,"pass"
"4661",122267,"fail"
"4662",71156,"pass"
"4663",134624,"fail"
"4664",121992,"pass"
"4665",26126,"fail"
"4666",207783,"fail"
"4667",225250,"E"
"4668",85152,"E"
"4669",69532,"A"
"4670",68233,"fail"
"4671",60367,"fail"
"4672",33128,"pass"
"4673",139093,"E"
"4674",85144,"pass"
"4675",20494,"pass"
"4676",85162,"pass"
"4677",46081,"A"
"4678",122048,"pass"
"4679",69476,"pass"
"4680",31934,"pass"
"4681",84719,"pass"
"4682",207806,"pass"
"4683",184811,"pass"
"4684",60230,"pass"
"4685",184813,"E"
"4686",85070,"E"
"4687",60276,"pass"
"4688",52894,"pass"
"4689",83116,"A"
"4690",60279,"fail"
"4691",85142,"pass"
"4692",59843,"E"
"4693",67777,"pass"
"4694",25880,"E"
"4695",55836,"fail"
"4696",158351,"fail"
"4697",159401,"pass"
"4698",61750,"pass"
"4699",183713,"E"
"4700",183899,"E"
"4701",84930,"pass"
"4702",207860,"fail"
"4703",225286,"pass"
"4704",69502,"pass"
"4705",138902,"pass"
"4706",121739,"pass"
"4707",85117,"F"
"4708",121952,"A"
"4709",123237,"E"
"4710",167435,"pass"
"4711",67048,"A"
"4712",102955,"E"
"4713",60364,"A"
"4714",53297,"E"
"4715",60438,"fail"
"4716",84961,"E"
"4717",158413,"fail"
"4718",52793,"fail"
"4719",62990,"pass"
"4720",53316,"E"
"4721",100886,"pass"
"4722",188449,"fail"
"4723",207812,"pass"
"4724",139095,"fail"
"4725",121752,"pass"
"4726",138910,"E"
"4727",60375,"A"
"4728",27825,"pass"
"4729",135206,"pass"
"4730",158411,"E"
"4731",69534,"A"
"4732",34755,"pass"
"4733",101978,"E"
"4734",121988,"E"
"4735",160890,"E"
"4736",156003,"pass"
"4737",138989,"fail"
"4738",123222,"E"
"4739",102965,"E"
"4740",60240,"E"
"4741",138815,"pass"
"4742",60199,"fail"
"4743",138825,"E"
"4744",100874,"A"
"4745",60246,"fail"
"4746",141726,"pass"
"4747",141362,"fail"
"4748",159469,"E"
"4749",31447,"A"
"4750",100499,"A"
"4751",134621,"A"
"4752",86484,"fail"
"4753",121743,"A"
"4754",36649,"E"
"4755",60901,"pass"
"4756",84060,"A"
"4757",159411,"E"
"4758",122169,"E"
"4759",44276,"pass"
"4760",31943,"pass"
"4761",53310,"pass"
"4762",121794,"pass"
"4763",36658,"E"
"4764",100520,"A"
"4765",161557,"pass"
"4766",123320,"fail"
"4767",186102,"fail"
"4768",207781,"E"
"4769",70787,"E"
"4770",52867,"E"
"4771",184790,"E"
"4772",225262,"pass"
"4773",100427,"pass"
"4774",60249,"A"
"4775",69177,"fail"
"4776",79109,"pass"
"4777",44113,"A"
"4778",60574,"fail"
"4779",60259,"A"
"4780",159348,"pass"
"4781",47462,"pass"
"4782",60765,"E"
"4783",159352,"A"
"4784",69522,"A"
"4785",86556,"pass"
"4786",36436,"fail"
"4787",54033,"A"
"4788",184655,"E"
"4789",85065,"A"
"4790",85172,"A"
"4791",141856,"pass"
"4792",122035,"pass"
"4793",6093,"fail"
"4794",47467,"E"
"4795",159329,"E"
"4796",69340,"pass"
"4797",54051,"fail"
"4798",85003,"fail"
"4799",162519,"A"
"4800",100430,"A"
"4801",159453,"A"
"4802",68838,"F"
"4803",106132,"E"
"4804",184890,"E"
"4805",122859,"pass"
"4806",225295,"E"
"4807",121992,"pass"
"4808",134621,"A"
"4809",37311,"fail"
"4810",36294,"A"
"4811",139500,"fail"
"4812",69320,"F"
"4813",226958,"E"
"4814",207874,"E"
"4815",61764,"pass"
"4816",156003,"E"
"4817",72405,"E"
"4818",67208,"pass"
"4819",60586,"fail"
"4820",69341,"A"
"4821",139484,"pass"
"4822",35350,"fail"
"4823",207135,"fail"
"4824",60635,"pass"
"4825",52419,"pass"
"4826",52889,"pass"
"4827",160913,"F"
"4828",60713,"fail"
"4829",85278,"E"
"4830",32461,"pass"
"4831",159442,"fail"
"4832",138990,"fail"
"4833",44215,"A"
"4834",60386,"fail"
"4835",62230,"E"
"4836",31922,"pass"
"4837",60892,"E"
"4838",138906,"pass"
"4839",207751,"pass"
"4840",60367,"pass"
"4841",159415,"pass"
"4842",122057,"E"
"4843",60448,"pass"
"4844",66488,"E"
"4845",44168,"fail"
"4846",139110,"pass"
"4847",60445,"A"
"4848",60379,"A"
"4849",159471,"pass"
"4850",138734,"E"
"4851",121675,"pass"
"4852",52428,"pass"
"4853",53314,"pass"
"4854",44149,"E"
"4855",47697,"fail"
"4856",27163,"E"
"4857",121885,"E"
"4858",100881,"fail"
"4859",139207,"fail"
"4860",139083,"pass"
"4861",138723,"pass"
"4862",47164,"pass"
"4863",138776,"pass"
"4864",121750,"E"
"4865",141812,"pass"
"4866",139081,"fail"
"4867",60609,"pass"
"4868",47458,"fail"
"4869",27799,"E"
"4870",60466,"A"
"4871",47401,"pass"
"4872",158619,"A"
"4873",26267,"fail"
"4874",52427,"A"
"4875",44531,"fail"
"4876",69930,"pass"
"4877",54064,"pass"
"4878",62385,"pass"
"4879",36651,"E"
"4880",159363,"fail"
"4881",60347,"fail"
"4882",138796,"A"
"4883",122069,"fail"
"4884",159362,"A"
"4885",69520,"pass"
"4886",207875,"E"
"4887",37321,"E"
"4888",85965,"pass"
"4889",60451,"pass"
"4890",84088,"A"
"4891",84786,"pass"
"4892",208466,"pass"
"4893",184863,"E"
"4894",60747,"E"
"4895",30780,"fail"
"4896",60575,"pass"
"4897",100873,"A"
"4898",60271,"E"
"4899",52915,"A"
"4900",225077,"fail"
"4901",69179,"pass"
"4902",46348,"fail"
"4903",37513,"pass"
"4904",52896,"pass"
"4905",60328,"fail"
"4906",37521,"E"
"4907",31943,"pass"
"4908",122960,"E"
"4909",99952,"fail"
"4910",69947,"pass"
"4911",46167,"pass"
"4912",138825,"pass"
"4913",184383,"pass"
"4914",69992,"E"
"4915",122794,"E"
"4916",60581,"fail"
"4917",184828,"E"
"4918",138903,"fail"
"4919",159438,"pass"
"4920",85164,"E"
"4921",141970,"fail"
"4922",25449,"E"
"4923",85189,"pass"
"4924",138926,"fail"
"4925",158408,"E"
"4926",32898,"A"
"4927",122256,"pass"
"4928",37402,"fail"
"4929",69426,"pass"
"4930",47677,"fail"
"4931",60255,"fail"
"4932",85152,"fail"
"4933",60233,"fail"
"4934",54051,"fail"
"4935",225009,"fail"
"4936",69445,"A"
"4937",122053,"fail"
"4938",60419,"pass"
"4939",123497,"pass"
"4940",100595,"pass"
"4941",54054,"pass"
"4942",159405,"fail"
"4943",100486,"F"
"4944",138815,"E"
"4945",54069,"A"
"4946",207877,"pass"
"4947",163178,"fail"
"4948",4310,"fail"
"4949",47162,"pass"
"4950",83116,"pass"
"4951",60364,"E"
"4952",53308,"pass"
"4953",44182,"pass"
"4954",53293,"E"
"4955",135507,"E"
"4956",60399,"fail"
"4957",69973,"A"
"4958",138994,"E"
"4959",134620,"A"
"4960",124412,"fail"
"4961",60607,"F"
"4962",69340,"A"
"4963",159200,"pass"
"4964",68379,"pass"
"4965",140537,"pass"
"4966",54733,"A"
"4967",52428,"A"
"4968",140403,"pass"
"4969",60969,"E"
"4970",54066,"E"
"4971",22913,"fail"
"4972",60237,"A"
"4973",159514,"E"
"4974",174083,"pass"
"4975",159019,"E"
"4976",185562,"fail"
"4977",49875,"fail"
"4978",138734,"A"
"4979",52428,"pass"
"4980",37314,"E"
"4981",122858,"E"
"4982",85117,"pass"
"4983",159213,"fail"
"4984",60325,"pass"
"4985",100603,"A"
"4986",44285,"A"
"4987",32461,"pass"
"4988",134663,"E"
"4989",184661,"E"
"4990",60310,"pass"
"4991",159380,"E"
"4992",163176,"pass"
"4993",37516,"A"
"4994",34951,"fail"
"4995",60457,"F"
"4996",34888,"pass"
"4997",102953,"pass"
"4998",183827,"pass"
"4999",207794,"E"
"5000",52876,"pass"
"5001",163175,"A"
"5002",47532,"pass"
"5003",138930,"fail"
"5004",83836,"pass"
"5005",62405,"fail"
"5006",100590,"F"
"5007",100892,"A"
"5008",60417,"pass"
"5009",85294,"fail"
"5010",69457,"pass"
"5011",135190,"pass"
"5012",100787,"E"
"5013",184833,"fail"
"5014",207768,"E"
"5015",60445,"pass"
"5016",54040,"A"
"5017",60240,"fail"
"5018",85112,"E"
"5019",85142,"pass"
"5020",207674,"fail"
"5021",102227,"fail"
"5022",139487,"A"
"5023",60387,"pass"
"5024",60288,"A"
"5025",184823,"E"
"5026",85071,"pass"
"5027",46348,"A"
"5028",206456,"fail"
"5029",121745,"A"
"5030",69514,"E"
"5031",159145,"E"
"5032",102965,"F"
"5033",34706,"A"
"5034",207883,"E"
"5035",60275,"A"
"5036",83016,"fail"
"5037",138917,"pass"
"5038",60328,"fail"
"5039",33038,"pass"
"5040",69455,"A"
"5041",85158,"fail"
"5042",183828,"E"
"5043",184860,"F"
"5044",139482,"pass"
"5045",44276,"pass"
"5046",184788,"pass"
"5047",60425,"fail"
"5048",122003,"pass"
"5049",184816,"pass"
"5050",176928,"pass"
"5051",85182,"A"
"5052",60586,"fail"
"5053",155974,"A"
"5054",102993,"F"
"5055",159174,"E"
"5056",70782,"E"
"5057",176036,"E"
"5058",161006,"fail"
"5059",22253,"pass"
"5060",44107,"A"
"5061",139484,"pass"
"5062",184788,"pass"
"5063",36782,"pass"
"5064",102394,"fail"
"5065",47401,"A"
"5066",69127,"pass"
"5067",85108,"pass"
"5068",138778,"A"
"5069",60230,"A"
"5070",159394,"fail"
"5071",121997,"F"
"5072",60347,"A"
"5073",34706,"pass"
"5074",60285,"A"
"5075",27310,"A"
"5076",224735,"F"
"5077",56184,"fail"
"5078",207789,"pass"
"5079",36829,"E"
"5080",69505,"fail"
"5081",69346,"A"
"5082",69191,"pass"
"5083",4199,"pass"
"5084",60357,"A"
"5085",47467,"E"
"5086",60198,"pass"
"5087",36848,"E"
"5088",100877,"E"
"5089",225230,"E"
"5090",37311,"E"
"5091",32695,"fail"
"5092",47455,"A"
"5093",184885,"pass"
"5094",69937,"fail"
"5095",102250,"A"
"5096",52986,"pass"
"5097",100876,"pass"
"5098",159482,"E"
"5099",60326,"E"
"5100",122056,"A"
"5101",100586,"pass"
"5102",183721,"fail"
"5103",84060,"A"
"5104",43676,"E"
"5105",85165,"pass"
"5106",85140,"A"
"5107",121738,"pass"
"5108",46061,"pass"
"5109",60286,"pass"
"5110",85079,"A"
"5111",52618,"E"
"5112",56184,"pass"
"5113",44096,"A"
"5114",60456,"pass"
"5115",52899,"E"
"5116",207394,"pass"
"5117",30291,"E"
"5118",59859,"pass"
"5119",60460,"fail"
"5120",139089,"pass"
"5121",54039,"A"
"5122",100506,"A"
"5123",207955,"pass"
"5124",60456,"A"
"5125",69333,"A"
"5126",63486,"pass"
"5127",27226,"E"
"5128",85141,"A"
"5129",176082,"E"
"5130",56501,"fail"
"5131",31021,"fail"
"5132",60422,"fail"
"5133",44177,"pass"
"5134",69926,"E"
"5135",138787,"A"
"5136",85348,"E"
"5137",121806,"A"
"5138",36658,"pass"
"5139",60588,"fail"
"5140",85117,"F"
"5141",100866,"pass"
"5142",52861,"E"
"5143",85077,"A"
"5144",9867,"E"
"5145",102076,"A"
"5146",36132,"pass"
"5147",102954,"pass"
"5148",37513,"E"
"5149",32854,"E"
"5150",52429,"A"
"5151",139266,"E"
"5152",174715,"pass"
"5153",185188,"fail"
"5154",52919,"fail"
"5155",100866,"A"
"5156",159824,"pass"
"5157",69522,"A"
"5158",27141,"pass"
"5159",60308,"fail"
"5160",101861,"E"
"5161",85150,"pass"
"5162",184843,"pass"
"5163",31051,"E"
"5164",184846,"pass"
"5165",207759,"fail"
"5166",52422,"E"
"5167",135201,"pass"
"5168",132350,"E"
"5169",100873,"pass"
"5170",138925,"E"
"5171",60304,"pass"
"5172",69953,"fail"
"5173",153829,"fail"
"5174",101894,"fail"
"5175",141005,"pass"
"5176",183755,"E"
"5177",85182,"fail"
"5178",154348,"fail"
"5179",85092,"fail"
"5180",7510,"pass"
"5181",124407,"F"
"5182",25116,"fail"
"5183",44195,"pass"
"5184",47260,"A"
"5185",69315,"A"
"5186",69343,"A"
"5187",122267,"fail"
"5188",47260,"A"
"5189",100585,"A"
"5190",67794,"pass"
"5191",16265,"fail"
"5192",159470,"pass"
"5193",44107,"A"
"5194",44096,"pass"
"5195",47458,"fail"
"5196",160231,"pass"
"5197",21813,"A"
"5198",69317,"A"
"5199",102231,"A"
"5200",34595,"fail"
"5201",37327,"E"
"5202",60245,"pass"
"5203",140503,"fail"
"5204",53272,"E"
"5205",121942,"pass"
"5206",226949,"pass"
"5207",184814,"E"
"5208",207811,"pass"
"5209",69490,"pass"
"5210",85129,"pass"
"5211",100340,"E"
"5212",27799,"fail"
"5213",85072,"A"
"5214",53306,"pass"
"5215",84060,"A"
"5216",47585,"E"
"5217",122040,"A"
"5218",60165,"E"
"5219",46218,"fail"
"5220",139104,"E"
"5221",44155,"A"
"5222",60456,"A"
"5223",127155,"fail"
"5224",138817,"A"
"5225",159206,"pass"
"5226",60335,"A"
"5227",60179,"fail"
"5228",52385,"E"
"5229",159361,"E"
"5230",69315,"pass"
"5231",85172,"A"
"5232",44089,"pass"
"5233",100895,"pass"
"5234",31447,"A"
"5235",69197,"A"
"5236",141806,"E"
"5237",85114,"pass"
"5238",100492,"F"
"5239",60691,"fail"
"5240",229112,"pass"
"5241",159450,"A"
"5242",44130,"pass"
"5243",69523,"A"
"5244",84672,"pass"
"5245",159379,"pass"
"5246",71120,"pass"
"5247",69966,"fail"
"5248",184602,"E"
"5249",54041,"A"
"5250",138907,"fail"
"5251",164221,"A"
"5252",69470,"fail"
"5253",52891,"pass"
"5254",159399,"E"
"5255",60347,"fail"
"5256",84930,"A"
"5257",60364,"A"
"5258",159169,"E"
"5259",20494,"fail"
"5260",60434,"fail"
"5261",44247,"pass"
"5262",85060,"A"
"5263",187417,"F"
"5264",159469,"E"
"5265",121812,"E"
"5266",85121,"E"
"5267",184804,"F"
"5268",100472,"pass"
"5269",207788,"pass"
"5270",207703,"pass"
"5271",69921,"pass"
"5272",160071,"E"
"5273",161544,"E"
"5274",60151,"E"
"5275",72992,"pass"
"5276",53325,"pass"
"5277",30729,"pass"
"5278",86519,"E"
"5279",47586,"fail"
"5280",60281,"E"
"5281",159446,"pass"
"5282",44174,"pass"
"5283",100423,"A"
"5284",55338,"pass"
"5285",60142,"E"
"5286",184814,"E"
"5287",207753,"pass"
"5288",60443,"pass"
"5289",160231,"E"
"5290",68964,"pass"
"5291",85102,"fail"
"5292",61750,"A"
"5293",27817,"fail"
"5294",37524,"fail"
"5295",60244,"pass"
"5296",34406,"fail"
"5297",123221,"E"
"5298",86019,"E"
"5299",9681,"A"
"5300",55338,"E"
"5301",207779,"E"
"5302",207781,"F"
"5303",46358,"pass"
"5304",54055,"fail"
"5305",159209,"A"
"5306",184862,"pass"
"5307",60255,"pass"
"5308",46232,"fail"
"5309",167414,"E"
"5310",100590,"fail"
"5311",184789,"fail"
"5312",139497,"fail"
"5313",60584,"fail"
"5314",84672,"E"
"5315",85073,"pass"
"5316",207638,"fail"
"5317",47464,"E"
"5318",101943,"fail"
"5319",69056,"fail"
"5320",71550,"E"
"5321",159305,"pass"
"5322",206967,"E"
"5323",138994,"fail"
"5324",72407,"E"
"5325",184834,"fail"
"5326",84066,"E"
"5327",32695,"E"
"5328",159449,"E"
"5329",47404,"fail"
"5330",139484,"A"
"5331",184656,"pass"
"5332",34967,"E"
"5333",184780,"pass"
"5334",122056,"A"
"5335",159426,"pass"
"5336",68234,"pass"
"5337",122049,"A"
"5338",85112,"pass"
"5339",160231,"E"
"5340",122056,"pass"
"5341",44096,"A"
"5342",31956,"pass"
"5343",124395,"E"
"5344",159294,"pass"
"5345",60198,"pass"
"5346",207760,"E"
"5347",102955,"fail"
"5348",69992,"A"
"5349",35271,"fail"
"5350",69923,"E"
"5351",139483,"pass"
"5352",85161,"A"
"5353",86519,"pass"
"5354",71101,"F"
"5355",60364,"A"
"5356",184783,"E"
"5357",85942,"pass"
"5358",207535,"E"
"5359",53326,"pass"
"5360",102972,"fail"
"5361",54069,"pass"
"5362",85061,"fail"
"5363",206969,"pass"
"5364",47459,"fail"
"5365",184656,"pass"
"5366",52911,"pass"
"5367",159208,"pass"
"5368",85163,"A"
"5369",138726,"A"
"5370",52914,"pass"
"5371",59730,"F"
"5372",167422,"pass"
"5373",68636,"E"
"5374",159133,"E"
"5375",207830,"E"
"5376",138924,"E"
"5377",101898,"pass"
"5378",102394,"pass"
"5379",101943,"fail"
"5380",54270,"pass"
"5381",53464,"pass"
"5382",60347,"fail"
"5383",59710,"E"
"5384",159415,"A"
"5385",121738,"pass"
"5386",69470,"F"
"5387",134621,"pass"
"5388",138914,"fail"
"5389",84060,"E"
"5390",141830,"fail"
"5391",101971,"E"
"5392",47162,"pass"
"5393",155998,"pass"
"5394",183728,"E"
"5395",184814,"E"
"5396",121952,"pass"
"5397",27817,"fail"
"5398",26126,"fail"
"5399",158533,"pass"
"5400",159479,"pass"
"5401",134606,"F"
"5402",141072,"fail"
"5403",159180,"pass"
"5404",170801,"pass"
"5405",160907,"F"
"5406",59853,"E"
"5407",184812,"fail"
"5408",139186,"E"
"5409",51488,"A"
"5410",100469,"pass"
"5411",35512,"E"
"5412",60329,"pass"
"5413",86485,"fail"
"5414",122358,"fail"
"5415",60200,"fail"
"5416",47462,"A"
"5417",72746,"E"
"5418",60343,"fail"
"5419",159376,"E"
"5420",46813,"E"
"5421",45645,"fail"
"5422",159379,"E"
"5423",85103,"fail"
"5424",100883,"fail"
"5425",100881,"fail"
"5426",60400,"pass"
"5427",85174,"pass"
"5428",184794,"pass"
"5429",52802,"A"
"5430",60451,"pass"
"5431",119326,"pass"
"5432",60317,"fail"
"5433",48513,"pass"
"5434",85110,"F"
"5435",27594,"fail"
"5436",134631,"E"
"5437",138790,"A"
"5438",225295,"pass"
"5439",52842,"E"
"5440",122066,"pass"
"5441",52345,"E"
"5442",43574,"E"
"5443",83116,"A"
"5444",225260,"fail"
"5445",34413,"E"
"5446",44241,"A"
"5447",85060,"A"
"5448",52907,"A"
"5449",159437,"A"
"5450",122035,"A"
"5451",158419,"E"
"5452",69532,"A"
"5453",9681,"pass"
"5454",122056,"E"
"5455",85167,"A"
"5456",85158,"A"
"5457",69445,"pass"
"5458",69936,"E"
"5459",44132,"fail"
"5460",86656,"E"
"5461",102229,"E"
"5462",53329,"pass"
"5463",69936,"pass"
"5464",139484,"A"
"5465",60176,"E"
"5466",159431,"A"
"5467",225279,"E"
"5468",100016,"pass"
"5469",100873,"pass"
"5470",122035,"pass"
"5471",31027,"E"
"5472",207928,"E"
"5473",138731,"pass"
"5474",105234,"E"
"5475",184793,"fail"
"5476",54064,"A"
"5477",53328,"A"
"5478",224980,"pass"
"5479",225274,"E"
"5480",69329,"A"
"5481",44288,"pass"
"5482",31457,"E"
"5483",41947,"A"
"5484",60286,"E"
"5485",155980,"pass"
"5486",184829,"pass"
"5487",158411,"pass"
"5488",69341,"A"
"5489",60782,"E"
"5490",121801,"A"
"5491",225273,"E"
"5492",159476,"A"
"5493",100337,"pass"
"5494",46584,"pass"
"5495",83953,"pass"
"5496",69936,"E"
"5497",138819,"E"
"5498",85976,"E"
"5499",73006,"fail"
"5500",159469,"pass"
"5501",225243,"pass"
"5502",138815,"E"
"5503",86840,"E"
"5504",139500,"E"
"5505",85702,"fail"
"5506",138720,"A"
"5507",154913,"pass"
"5508",185358,"F"
"5509",123212,"E"
"5510",27835,"pass"
"5511",159274,"E"
"5512",159226,"pass"
"5513",60440,"fail"
"5514",224906,"fail"
"5515",52773,"E"
"5516",141697,"E"
"5517",60282,"E"
"5518",100868,"A"
"5519",133536,"A"
"5520",85182,"E"
"5521",69532,"A"
"5522",160072,"fail"
"5523",59875,"E"
"5524",60555,"fail"
"5525",60425,"fail"
"5526",60235,"fail"
"5527",60336,"E"
"5528",99744,"A"
"5529",52418,"pass"
"5530",72746,"E"
"5531",140412,"fail"
"5532",60377,"pass"
"5533",122006,"fail"
"5534",43289,"pass"
"5535",102246,"pass"
"5536",61788,"pass"
"5537",159213,"pass"
"5538",100492,"pass"
"5539",25455,"fail"
"5540",60595,"pass"
"5541",138783,"F"
"5542",159445,"fail"
"5543",69966,"A"
"5544",69930,"A"
"5545",60410,"fail"
"5546",54733,"A"
"5547",69476,"fail"
"5548",34983,"A"
"5549",71136,"fail"
"5550",85113,"pass"
"5551",183730,"E"
"5552",68993,"fail"
"5553",102076,"A"
"5554",100884,"pass"
"5555",122863,"E"
"5556",122016,"A"
"5557",46218,"E"
"5558",60353,"A"
"5559",121748,"pass"
"5560",52910,"pass"
"5561",100885,"pass"
"5562",102095,"pass"
"5563",141277,"E"
"5564",60558,"fail"
"5565",102087,"fail"
"5566",134704,"pass"
"5567",208820,"pass"
"5568",72637,"E"
"5569",54073,"A"
"5570",53324,"pass"
"5571",138815,"pass"
"5572",207782,"pass"
"5573",100883,"fail"
"5574",85161,"A"
"5575",207754,"E"
"5576",28047,"fail"
"5577",185361,"pass"
"5578",68847,"E"
"5579",53530,"E"
"5580",100429,"E"
"5581",37524,"pass"
"5582",139133,"E"
"5583",69457,"fail"
"5584",123235,"pass"
"5585",100593,"pass"
"5586",159349,"pass"
"5587",159483,"fail"
"5588",47168,"pass"
"5589",121816,"A"
"5590",159469,"pass"
"5591",68964,"A"
"5592",22180,"pass"
"5593",122265,"pass"
"5594",100498,"pass"
"5595",85070,"A"
"5596",52905,"pass"
"5597",69346,"A"
"5598",139476,"F"
"5599",61750,"pass"
"5600",54039,"A"
"5601",69516,"fail"
"5602",121751,"fail"
"5603",85153,"A"
"5604",100469,"A"
"5605",102986,"pass"
"5606",53310,"A"
"5607",52419,"pass"
"5608",60263,"A"
"5609",28385,"F"
"5610",69945,"pass"
"5611",86549,"F"
"5612",207777,"E"
"5613",44118,"pass"
"5614",100875,"E"
"5615",85071,"A"
"5616",121952,"A"
"5617",36658,"fail"
"5618",53503,"fail"
"5619",84060,"A"
"5620",52435,"pass"
"5621",166607,"E"
"5622",69487,"pass"
"5623",37126,"pass"
"5624",60245,"pass"
"5625",122043,"pass"
"5626",51488,"A"
"5627",135210,"pass"
"5628",122860,"E"
"5629",183756,"fail"
"5630",70801,"F"
"5631",207755,"E"
"5632",100876,"A"
"5633",68519,"pass"
"5634",140157,"pass"
"5635",175636,"E"
"5636",60400,"fail"
"5637",85159,"pass"
"5638",60374,"fail"
"5639",121803,"A"
"5640",121806,"pass"
"5641",60297,"A"
"5642",140400,"pass"
"5643",138778,"pass"
"5644",60386,"pass"
"5645",175864,"E"
"5646",102229,"A"
"5647",69448,"A"
"5648",63771,"E"
"5649",206971,"E"
"5650",159333,"fail"
"5651",69489,"A"
"5652",122070,"fail"
"5653",139086,"fail"
"5654",71463,"pass"
"5655",60379,"A"
"5656",102922,"E"
"5657",86019,"fail"
"5658",54052,"E"
"5659",138815,"E"
"5660",69460,"fail"
"5661",69947,"F"
"5662",86541,"pass"
"5663",59733,"A"
"5664",138788,"fail"
"5665",60401,"pass"
"5666",61325,"E"
"5667",141805,"pass"
"5668",53283,"E"
"5669",121986,"E"
"5670",72746,"pass"
"5671",44232,"E"
"5672",70316,"pass"
"5673",207377,"pass"
"5674",47165,"fail"
"5675",47460,"pass"
"5676",100892,"pass"
"5677",139487,"A"
"5678",26126,"fail"
"5679",207384,"pass"
"5680",60462,"E"
"5681",60194,"A"
"5682",69334,"pass"
"5683",60375,"E"
"5684",47463,"F"
"5685",29113,"E"
"5686",60457,"fail"
"5687",207876,"E"
"5688",60425,"fail"
"5689",32460,"fail"
"5690",37340,"pass"
"5691",60160,"pass"
"5692",29415,"E"
"5693",54068,"pass"
"5694",59857,"E"
"5695",124175,"fail"
"5696",225299,"pass"
"5697",101927,"E"
"5698",64464,"A"
"5699",159223,"E"
"5700",44096,"pass"
"5701",85117,"pass"
"5702",69920,"fail"
"5703",60430,"A"
"5704",67045,"pass"
"5705",46235,"A"
"5706",99744,"pass"
"5707",44046,"E"
"5708",159100,"E"
"5709",84615,"pass"
"5710",52848,"fail"
"5711",31952,"fail"
"5712",54058,"fail"
"5713",159444,"E"
"5714",159199,"fail"
"5715",34706,"pass"
"5716",85973,"E"
"5717",124401,"E"
"5718",159411,"A"
"5719",100901,"pass"
"5720",53609,"A"
"5721",100783,"E"
"5722",83116,"A"
"5723",159197,"pass"
"5724",100594,"pass"
"5725",122052,"fail"
"5726",36434,"fail"
"5727",54518,"E"
"5728",47166,"fail"
"5729",53541,"fail"
"5730",69316,"pass"
"5731",61794,"fail"
"5732",46980,"E"
"5733",69333,"E"
"5734",85137,"pass"
"5735",86555,"E"
"5736",85345,"E"
"5737",164640,"E"
"5738",86519,"pass"
"5739",69965,"A"
"5740",69966,"fail"
"5741",52896,"pass"
"5742",159187,"A"
"5743",66479,"A"
"5744",27817,"fail"
"5745",85948,"fail"
"5746",159430,"F"
"5747",60589,"pass"
"5748",69529,"pass"
"5749",207796,"E"
"5750",184839,"pass"
"5751",184859,"E"
"5752",134405,"fail"
"5753",159278,"fail"
"5754",52904,"A"
